,Stage1.Output.Measurement9.U.Actual
7112,18.88
7113,19.09
7114,19.09
7115,18.96
7116,18.96
7117,18.96
7118,18.99
7119,18.99
7120,18.98
7121,18.98
7122,19.01
7123,19.01
7124,18.94
7125,18.94
7126,18.94
7127,19.07
7128,19.07
7129,18.92
7130,18.92
7131,19.05
7132,19.05
7133,19.05
7134,18.85
7135,18.85
7136,18.9
7137,18.9
7138,18.92
7139,18.92
7140,18.86
7141,18.86
7142,19.03
7143,19.03
7144,18.88
7145,18.88
7146,18.88
7147,18.95
7148,18.95
7149,18.94
7150,18.95
7151,18.95
7152,18.95
7153,19.0
7154,19.0
7155,19.12
7156,19.12
7157,18.87
7158,18.87
7159,18.87
7160,19.09
7161,19.09
7162,18.94
7163,18.94
7164,18.87
7165,18.87
7166,18.87
7167,18.87
7168,18.87
7169,18.93
7170,18.93
7171,18.93
7172,18.85
7173,18.85
7174,18.87
7175,18.87
7176,18.77
7177,18.77
7178,18.86
7179,18.86
7180,18.86
7181,18.84
7182,18.84
7183,19.07
7184,19.07
7185,19.07
7186,18.9
7187,18.9
7188,18.86
7189,18.86
7190,18.83
7191,18.83
7192,18.78
7193,18.78
7194,18.84
7195,18.84
7196,18.84
7197,18.82
7198,18.82
7199,18.97
7200,18.97
7201,19.0
7202,19.0
7203,19.0
7204,18.89
7205,18.89
7206,18.87
7207,18.87
7208,19.05
7209,19.05
7210,19.05
7211,19.06
7212,19.06
7213,18.96
7214,18.96
7215,18.96
7216,18.94
7217,18.94
7218,19.09
7219,19.09
7220,18.8
7221,18.8
7222,18.8
7223,18.85
7224,18.85
7225,18.87
7226,18.87
7227,18.9
7228,18.9
7229,18.9
7230,18.84
7231,18.84
7232,18.91
7233,18.91
7234,18.85
7235,18.85
7236,18.85
7237,18.83
7238,18.83
7239,18.86
7240,18.86
7241,19.08
7242,19.08
7243,19.08
7244,18.86
7245,18.86
7246,18.89
7247,18.89
7248,18.88
7249,18.88
7250,19.08
7251,19.08
7252,18.83
7253,18.83
7254,18.83
7255,18.83
7256,18.83
7257,18.83
7258,18.83
7259,18.83
7260,18.81
7261,18.81
7262,18.92
7263,18.92
7264,18.92
7265,18.9
7266,18.9
7267,18.94
7268,18.94
7269,18.9
7270,18.9
7271,19.08
7272,19.08
7273,19.08
7274,18.94
7275,18.94
7276,18.93
7277,18.93
7278,18.93
7279,18.93
7280,18.93
7281,19.12
7282,19.12
7283,19.03
7284,19.03
7285,18.94
7286,18.94
7287,18.94
7288,18.95
7289,18.95
7290,19.07
7291,19.07
7292,19.06
7293,19.06
7294,19.06
7295,19.03
7296,19.03
7297,18.97
7298,18.97
7299,18.97
7300,18.94
7301,18.94
7302,19.01
7303,19.01
7304,19.03
7305,19.03
7306,19.03
7307,18.93
7308,18.93
7309,18.89
7310,18.89
7311,18.85
7312,18.85
7313,18.97
7314,18.97
7315,18.97
7316,18.86
7317,18.86
7318,18.95
7319,18.95
7320,18.8
7321,18.8
7322,18.8
7323,18.87
7324,18.87
7325,19.06
7326,19.06
7327,18.8
7328,18.8
7329,18.8
7330,18.88
7331,18.88
7332,18.82
7333,18.82
7334,18.9
7335,18.9
7336,18.9
7337,18.9
7338,18.9
7339,18.88
7340,18.88
7341,18.92
7342,18.92
7343,18.92
7344,18.84
7345,18.84
7346,18.85
7347,18.85
7348,18.9
7349,18.9
7350,18.9
7351,18.85
7352,18.85
7353,18.85
7354,18.85
7355,18.86
7356,18.86
7357,18.85
7358,18.85
7359,18.85
7360,18.84
7361,18.84
7362,18.89
7363,18.89
7364,18.89
7365,18.84
7366,18.84
7367,18.87
7368,18.87
7369,18.82
7370,18.82
7371,18.82
7372,18.92
7373,18.92
7374,18.84
7375,18.84
7376,19.1
7377,19.1
7378,18.89
7379,18.89
7380,18.89
7381,18.79
7382,18.79
7383,18.81
7384,18.81
7385,18.85
7386,18.85
7387,18.85
7388,19.06
7389,19.06
7390,18.85
7391,18.85
7392,18.83
7393,18.83
7394,18.83
7395,18.87
7396,18.87
7397,18.8
7398,18.8
7399,18.8
7400,18.75
7401,18.75
7402,18.99
7403,18.99
7404,18.86
7405,18.86
7406,18.92
7407,18.92
7408,18.92
7409,18.92
7410,18.75
7411,18.75
7412,18.75
7413,18.74
7414,18.74
7415,18.81867263
7416,18.89
7417,18.89
7418,18.98
7419,18.98
7420,18.98
7421,19.03
7422,19.03
7423,18.8
7424,18.8
7425,19.03
7426,19.03
7427,19.03
7428,18.98
7429,18.98
7430,18.83
7431,18.83
7432,18.96
7433,18.96
7434,18.96
7435,18.91
7436,18.91
7437,18.81
7438,18.81
7439,18.81
7440,18.94
7441,18.94
7442,18.96
7443,18.96
7444,18.77
7445,18.77
7446,18.81
7447,18.81
7448,18.81
7449,18.84
7450,18.84
7451,18.97
7452,18.97
7453,18.96
7454,18.96
7455,18.96
7456,18.84
7457,18.84
7458,18.87
7459,18.87
7460,18.87
7461,18.81
7462,18.81
7463,18.81
7464,18.81
7465,18.73
7466,18.73
7467,18.73
7468,18.85
7469,18.85
7470,18.87
7471,18.87
7472,18.83
7473,18.83
7474,18.99
7475,18.99
7476,18.78
7477,18.78
7478,18.78
7479,18.91
7480,18.91
7481,18.84
7482,18.84
7483,18.99
7484,18.99
7485,18.84
7486,18.84
7487,18.85
7488,18.85
7489,18.85
7490,19.01
7491,19.01
7492,18.8
7493,18.8
7494,18.83
7495,18.83
7496,18.83
7497,19.03
7498,19.03
7499,18.8
7500,18.8
7501,18.87
7502,18.87
7503,19.09
7504,19.09
7505,19.09
7506,19.05
7507,19.05
7508,18.92
7509,18.92
7510,19.08
7511,19.08
7512,19.09
7513,19.09
7514,19.09
7515,18.83
7516,18.83
7517,18.92
7518,18.92
7519,18.93
7520,18.93
7521,18.93
7522,18.86
7523,18.86
7524,18.87
7525,18.87
7526,18.9
7527,18.9
7528,18.9
7529,19.03
7530,19.03
7531,18.89
7532,18.89
7533,18.9
7534,18.9
7535,18.9
7536,19.08
7537,19.08
7538,19.04
7539,19.04
7540,18.83
7541,18.83
7542,18.83
7543,18.98
7544,18.98
7545,18.91
7546,18.91
7547,18.95
7548,18.95
7549,18.95
7550,19.01
7551,19.01
7552,19.06
7553,19.06
7554,18.87
7555,18.87
7556,18.87
7557,18.9
7558,18.9
7559,18.84
7560,18.84
7561,18.79
7562,18.79
7563,18.86
7564,18.86
7565,18.86
7566,18.81
7567,18.81
7568,18.95
7569,18.95
7570,18.81
7571,18.81
7572,18.82
7573,18.82
7574,18.82
7575,18.82
7576,18.82
7577,18.83
7578,18.83
7579,18.86
7580,18.86
7581,18.85
7582,18.85
7583,18.85
7584,18.92
7585,18.92
7586,19.08
7587,19.08
7588,18.95
7589,18.95
7590,18.95
7591,18.93
7592,18.93
7593,18.95
7594,18.95
7595,19.17
7596,19.17
7597,19.17
7598,19.02
7599,19.02
7600,18.93
7601,18.93
7602,18.93
7603,18.96
7604,18.96
7605,19.1
7606,19.1
7607,19.02
7608,19.02
7609,18.9
7610,18.9
7611,18.9
7612,18.89
7613,18.89
7614,19.08
7615,19.08
7616,18.89
7617,18.89
7618,18.89
7619,18.94
7620,18.94
7621,18.95
7622,18.95
7623,18.95
7624,18.92
7625,18.92
7626,19.08
7627,19.08
7628,18.87
7629,18.87
7630,18.87
7631,18.87
7632,18.87
7633,18.99
7634,18.99
7635,18.99
7636,18.96
7637,18.96
7638,19.15
7639,19.15
7640,18.95
7641,18.95
7642,18.96
7643,18.96
7644,18.96
7645,18.93
7646,18.93
7647,18.92
7648,18.92
7649,18.92
7650,19.03
7651,19.03
7652,19.05
7653,19.05
7654,19.09
7655,19.09
7656,19.09
7657,18.88
7658,18.88
7659,18.93
7660,18.93
7661,18.93
7662,19.03
7663,19.03
7664,18.85
7665,18.85
7666,19.37
7667,19.37
7668,19.37
7669,19.09
7670,19.09
7671,19.02
7672,19.02
7673,19.07
7674,19.07
7675,18.88
7676,18.88
7677,18.88
7678,18.86
7679,18.86
7680,18.86
7681,18.86
7682,18.88
7683,18.88
7684,18.88
7685,18.98
7686,18.98
7687,18.89
7688,18.89
7689,19.1
7690,19.1
7691,19.04
7692,19.04
7693,19.04
7694,18.92
7695,18.92
7696,18.92
7697,18.92
7698,18.91
7699,18.91
7700,18.91
7701,19.07
7702,19.07
7703,18.95
7704,18.95
7705,18.95
7706,18.87
7707,18.87
7708,18.96
7709,18.96
7710,18.85
7711,18.85
7712,18.85
7713,18.97
7714,18.97
7715,18.89
7716,18.89
7717,18.89
7718,18.86
7719,18.86
7720,18.95
7721,18.95
7722,18.89
7723,18.89
7724,18.89
7725,18.9
7726,18.9
7727,19.01
7728,19.01
7729,19.06
7730,19.05606278
7731,19.06
7732,19.14
7733,19.19175418
7734,19.14
7735,18.98
7736,18.98
7737,18.88956495
7738,18.84
7739,18.96
7740,18.96
7741,18.96
7742,18.96
7743,18.96
7744,19.02
7745,19.15
7746,19.15
7747,19.1
7748,19.1
7749,19.1
7750,18.85
7751,18.85
7752,18.93
7753,18.93
7754,18.93
7755,18.93
7756,18.93
7757,19.15
7758,19.15
7759,18.97
7760,18.97
7761,18.97
7762,18.98
7763,18.98
7764,18.94
7765,18.94
7766,18.91
7767,18.91
7768,18.91
7769,18.86
7770,18.86
7771,18.96
7772,18.96
7773,19.02
7774,19.02
7775,19.02
7776,18.94
7777,18.94
7778,19.05
7779,19.05
7780,18.93
7781,18.93
7782,18.93
7783,18.98
7784,18.98
7785,18.86
7786,18.86
7787,19.05
7788,19.05
7789,18.79
7790,18.79
7791,18.79
7792,18.95
7793,18.95
7794,19.07
7795,19.07
7796,18.86
7797,18.86
7798,18.86
7799,18.91
7800,18.91
7801,18.91
7802,18.91
7803,19.13
7804,19.13
7805,19.13
7806,18.92
7807,18.92
7808,18.9
7809,18.9
7810,18.94
7811,18.94
7812,18.94
7813,18.92
7814,18.92
7815,18.94
7816,18.94
7817,18.94
7818,19.05
7819,19.05
7820,18.98
7821,18.98
7822,18.98
7823,19.04
7824,19.04
7825,19.1
7826,19.1
7827,18.91
7828,18.91
7829,18.91
7830,19.07
7831,19.07
7832,19.07
7833,19.07
7834,18.94
7835,18.94
7836,18.94
7837,18.83
7838,18.83
7839,18.82
7840,18.82
7841,19.06
7842,19.06
7843,19.06
7844,19.01
7845,19.01
7846,18.98
7847,18.98
7848,19.17
7849,19.17
7850,18.87
7851,18.87
7852,18.87
7853,18.92
7854,18.92
7855,18.9
7856,18.9
7857,18.9
7858,18.91
7859,18.91
7860,18.83
7861,18.83
7862,18.86
7863,18.86
7864,18.91
7865,18.91
7866,19.12
7867,19.12
7868,19.12
7869,19.07
7870,19.07
7871,19.2
7872,19.2
7873,19.2
7874,18.89
7875,18.89
7876,18.97
7877,18.97
7878,18.89
7879,18.89
7880,18.89
7881,18.83
7882,18.83
7883,19.01
7884,19.01
7885,19.01
7886,18.91
7887,18.88429414
7888,18.91
7889,18.93
7890,18.93
7891,18.86
7892,18.86
7893,18.81
7894,18.81
7895,18.81
7896,19.11
7897,19.11
7898,18.85
7899,18.85
7900,19.09
7901,19.09
7902,18.83
7903,18.83
7904,18.83
7905,18.85
7906,18.85
7907,19.1
7908,19.1
7909,19.1
7910,19.08
7911,19.08
7912,18.88
7913,18.88
7914,18.86
7915,18.86
7916,18.86
7917,18.85
7918,18.85
7919,18.9
7920,18.9
7921,18.9
7922,18.92
7923,18.92
7924,19.04
7925,19.04
7926,18.89
7927,18.89
7928,18.92
7929,18.92
7930,18.92
7931,18.85
7932,18.85
7933,18.84
7934,18.84
7935,19.08
7936,19.08
7937,19.08
7938,18.86
7939,18.86
7940,18.94
7941,18.94
7942,18.94
7943,18.86
7944,18.86
7945,19.04
7946,19.04
7947,19.19
7948,19.19
7949,19.19
7950,19.09
7951,19.09
7952,18.81
7953,18.81
7954,19.16
7955,19.16
7956,19.05
7957,19.05
7958,18.87
7959,18.87
7960,19.02
7961,19.02
7962,19.02
7963,19.03
7964,19.03
7965,18.98
7966,18.98
7967,18.85
7968,18.85
7969,18.85
7970,19.0
7971,19.0
7972,18.83
7973,18.83
7974,18.87
7975,18.87
7976,18.86
7977,18.86
7978,18.86
7979,18.87
7980,18.87
7981,18.87
7982,18.87
7983,19.04
7984,19.04
7985,19.04
7986,18.84
7987,18.84
7988,18.94
7989,18.94
7990,18.88
7991,18.88
7992,18.88
7993,18.92
7994,18.92
7995,18.9
7996,18.9
7997,19.0
7998,19.0
7999,18.89
8000,18.89
8001,18.93
8002,18.93
8003,18.93
8004,18.8
8005,18.8
8006,19.04
8007,19.04
8008,19.14
8009,19.14
8010,19.14
8011,19.17
8012,19.17
8013,19.06
8014,19.06
8015,19.17
8016,19.17
8017,19.17
8018,18.92
8019,18.92
8020,19.1
8021,19.1
8022,18.88
8023,18.88
8024,18.88
8025,18.87
8026,18.87
8027,19.16
8028,19.16
8029,18.98
8030,18.98
8031,18.89
8032,18.89
8033,18.89
8034,18.97
8035,18.97
8036,18.99
8037,18.99
8038,18.93
8039,18.93
8040,18.94
8041,18.94
8042,18.94
8043,18.98
8044,18.98
8045,18.97
8046,18.97
8047,18.97
8048,19.09
8049,19.09
8050,18.99
8051,18.99
8052,18.99
8053,19.04
8054,19.04
8055,19.02
8056,19.02
8057,19.08
8058,19.08
8059,19.08
8060,19.19
8061,19.19
8062,18.94
8063,18.93
8064,18.93
8065,18.93
8066,18.88
8067,18.88
8068,18.88
8069,18.88
8070,19.14
8071,19.14
8072,19.15
8073,19.15
8074,18.99
8075,18.99
8076,18.99
8077,18.98
8078,18.98
8079,19.09
8080,19.09
8081,18.87
8082,18.87
8083,18.87
8084,18.85
8085,18.85
8086,19.12
8087,19.12
8088,18.91
8089,18.91
8090,18.86
8091,18.86
8092,18.86
8093,18.84428191
8094,18.83
8095,18.83
8096,18.82
8097,18.82037339
8098,18.82
8099,18.82
8100,18.89
8101,18.89
8102,18.89
8103,18.89
8104,18.92
8105,18.92
8106,18.88
8107,18.88
8108,19.07
8109,19.07
8110,19.07
8111,19.0
8112,19.0
8113,18.86
8114,18.86
8115,18.86
8116,18.9
8117,18.9
8118,18.91
8119,18.91
8120,18.91
8121,18.84
8122,18.84
8123,18.86
8124,18.86
8125,19.02
8126,19.02
8127,18.95423512
8128,18.9
8129,18.9
8130,18.9
8131,18.87
8132,18.87
8133,18.85
8134,18.85
8135,18.85
8136,18.95
8137,18.95
8138,18.94
8139,18.94
8140,18.92
8141,18.92
8142,18.98
8143,18.98
8144,18.98
8145,19.12
8146,19.12
8147,19.04
8148,19.04
8149,19.04
8150,18.96
8151,18.96
8152,19.12
8153,19.12
8154,19.07
8155,19.07
8156,19.13
8157,19.13
8158,19.13
8159,18.93
8160,18.93
8161,18.88
8162,18.88
8163,18.96
8164,18.96
8165,18.99
8166,18.99
8167,18.99
8168,18.91
8169,18.91
8170,18.97
8171,18.97
8172,18.94
8173,18.94
8174,18.94
8175,19.02
8176,19.02
8177,18.99
8178,18.99
8179,18.97
8180,18.97
8181,18.95
8182,18.95
8183,18.95
8184,18.94
8185,18.94
8186,18.89
8187,18.89
8188,18.89
8189,18.91
8190,18.91
8191,19.07
8192,19.07
8193,18.91
8194,18.91
8195,18.91
8196,19.12
8197,19.12
8198,18.87
8199,18.87
8200,19.03
8201,19.03
8202,19.03
8203,18.95
8204,18.95
8205,18.94
8206,18.94
8207,19.02
8208,19.02
8209,19.0
8210,19.0
8211,19.0
8212,18.95
8213,18.95
8214,19.08
8215,19.08
8216,18.91
8217,18.91
8218,18.91
8219,19.09
8220,19.09
8221,18.92
8222,18.92
8223,18.96
8224,18.96
8225,18.96
8226,19.11
8227,19.11
8228,18.95
8229,18.95
8230,18.82
8231,18.82
8232,18.82
8233,18.89
8234,18.89
8235,18.94
8236,18.94
8237,18.94
8238,18.94
8239,18.94
8240,18.92
8241,18.95
8242,18.95
8243,18.95
8244,18.95
8245,18.95
8246,18.89
8247,18.89
8248,19.13
8249,19.13
8250,18.88
8251,18.88
8252,18.88
8253,18.9
8254,18.9
8255,18.91
8256,18.91
8257,19.11
8258,19.11
8259,19.0
8260,19.0
8261,19.04
8262,19.04
8263,19.04
8264,19.02
8265,19.02
8266,18.9
8267,18.9
8268,18.97
8269,18.97
8270,18.97
8271,18.95
8272,18.95
8273,18.95
8274,18.95
8275,19.18
8276,19.18
8277,19.18
8278,18.97
8279,18.97
8280,18.96
8281,18.96
8282,18.96
8283,18.93
8284,18.93
8285,18.96
8286,18.96
8287,19.15
8288,19.15
8289,19.12
8290,19.12
8291,19.12
8292,19.07
8293,19.07
8294,18.92
8295,18.92
8296,18.96
8297,18.96
8298,18.96
8299,18.9
8300,18.9
8301,19.05
8302,19.05
8303,18.87
8304,18.87
8305,18.87
8306,18.92
8307,18.92
8308,18.92
8309,18.92
8310,19.07
8311,19.07
8312,19.07
8313,18.88
8314,18.88
8315,18.82
8316,18.82
8317,19.08
8318,19.08
8319,19.08
8320,19.0
8321,19.0
8322,18.94
8323,18.94
8324,18.95
8325,18.95
8326,18.88
8327,18.88
8328,18.88
8329,19.09
8330,19.09
8331,19.09
8332,18.9
8333,18.9
8334,19.09
8335,19.09
8336,19.09
8337,19.11
8338,19.11
8339,18.91
8340,18.91
8341,18.87
8342,18.87
8343,18.9
8344,18.9
8345,18.9
8346,18.97
8347,18.97
8348,18.93
8349,18.93
8350,18.93
8351,18.91
8352,18.91
8353,18.93
8354,18.93
8355,19.04
8356,19.04
8357,19.04
8358,19.31
8359,19.31
8360,18.95
8361,18.95
8362,18.98
8363,18.98
8364,18.98
8365,19.03
8366,19.03
8367,19.03
8368,19.03
8369,19.03
8370,18.94
8371,18.94
8372,18.95
8373,18.95
8374,18.92
8375,18.92
8376,18.92
8377,18.96
8378,18.96
8379,18.85
8380,18.85
8381,18.85
8382,18.85
8383,18.85
8384,18.9
8385,18.9
8386,18.92
8387,18.92
8388,18.92
8389,18.92
8390,18.83
8391,18.83
8392,18.83
8393,18.83
8394,18.81
8395,18.81
8396,18.81
8397,18.88
8398,18.88
8399,19.11
8400,19.11
8401,18.89
8402,18.89
8403,18.89
8404,18.89
8405,18.89
8406,18.89
8407,18.89
8408,18.93
8409,18.93
8410,18.9
8411,18.9
8412,19.05
8413,19.05
8414,19.05
8415,18.89
8416,18.89
8417,18.96
8418,18.96
8419,18.96
8420,19.16
8421,19.16
8422,18.96
8423,18.96
8424,19.17
8425,19.17
8426,19.17
8427,18.92
8428,18.92
8429,19.02
8430,19.02
8431,19.0
8432,19.0
8433,19.0
8434,19.07
8435,19.07
8436,18.99
8437,18.99
8438,19.0
8439,19.0
8440,19.0
8441,19.02
8442,19.02
8443,18.96
8444,18.96
8445,19.1
8446,19.1
8447,19.1
8448,19.06
8449,19.06
8450,19.01
8451,19.01
8452,19.01
8453,18.96
8454,18.96
8455,18.9
8456,18.9
8457,19.09
8458,19.09
8459,19.09
8460,18.93
8461,18.93
8462,18.98
8463,18.98
8464,18.9
8465,18.9
8466,18.9
8467,18.93
8468,18.93
8469,19.02
8470,19.02
8471,19.01
8472,19.01
8473,19.01
8474,18.94
8475,18.94
8476,18.88
8477,18.88
8478,19.05
8479,19.05
8480,18.9
8481,18.9
8482,18.9
8483,18.94
8484,18.94
8485,18.89
8486,18.89
8487,19.03
8488,19.03
8489,19.03
8490,18.93
8491,18.93
8492,18.98
8493,18.98
8494,19.17
8495,19.17
8496,18.87
8497,18.87
8498,18.87
8499,18.92
8500,18.92
8501,18.94
8502,18.94
8503,18.92
8504,18.92
8505,18.92
8506,18.91
8507,18.91
8508,18.87
8509,18.87
8510,18.95
8511,18.95
8512,18.95
8513,18.88
8514,18.88
8515,18.94
8516,18.94
8517,18.97
8518,18.97
8519,18.97
8520,18.85
8521,18.85
8522,19.08
8523,19.08
8524,18.91
8525,18.91
8526,18.91
8527,18.92
8528,18.92
8529,19.03
8530,19.03
8531,18.87
8532,18.87
8533,19.01
8534,19.01
8535,19.01
8536,18.85
8537,18.85
8538,18.86
8539,18.86
8540,18.9
8541,18.9
8542,18.9
8543,18.9
8544,18.9
8545,18.97
8546,18.97
8547,18.92
8548,18.92
8549,18.92
8550,18.9
8551,18.9
8552,18.99
8553,18.99
8554,18.92
8555,18.92
8556,18.92
8557,18.9
8558,18.9
8559,19.01
8560,19.01
8561,18.82
8562,18.82
8563,18.82
8564,18.94
8565,18.94
8566,18.88
8567,18.88
8568,18.89
8569,18.89
8570,18.89
8571,18.87
8572,18.87
8573,18.89
8574,18.89
8575,18.93
8576,18.93
8577,18.93
8578,18.87
8579,18.87
8580,18.88
8581,18.88
8582,18.9
8583,18.9
8584,18.9
8585,18.86
8586,18.86
8587,18.89
8588,18.89
8589,18.85
8590,18.85
8591,18.85
8592,18.93
8593,18.93
8594,18.86
8595,18.86
8596,18.89
8597,18.89
8598,19.07
8599,19.07
8600,19.07
8601,18.91
8602,18.91
8603,18.86
8604,18.86
8605,18.86
8606,19.04
8607,19.04
8608,18.99
8609,18.99
8610,18.9
8611,18.9
8612,19.08
8613,19.08
8614,18.93
8615,18.93
8616,18.93
8617,18.92
8618,18.92
8619,18.92
8620,18.92
8621,18.89
8622,18.89
8623,18.89
8624,18.93
8625,18.93
8626,19.05
8627,19.05
8628,18.87
8629,18.87
8630,18.87
8631,18.93
8632,18.93
8633,18.94
8634,18.94
8635,18.93
8636,18.93
8637,18.93
8638,18.88
8639,18.88
8640,18.95
8641,18.95
8642,18.93
8643,18.93
8644,18.93
8645,19.0
8646,19.0
8647,18.9
8648,18.9
8649,18.91
8650,18.91
8651,18.91
8652,19.05
8653,19.05
8654,18.88
8655,18.88
8656,18.89
8657,18.89
8658,18.89
8659,18.88
8660,18.88
8661,18.94
8662,18.94
8663,19.14
8664,19.14
8665,18.98
8666,18.98
8667,18.98
8668,18.9
8669,18.9
8670,18.92
8671,18.92
8672,18.92
8673,18.92
8674,18.92
8675,18.94
8676,18.94
8677,18.99
8678,18.99
8679,18.93
8680,18.93
8681,18.93
8682,19.17
8683,19.17
8684,18.97
8685,18.97
8686,18.97
8687,18.9
8688,18.9
8689,18.87
8690,18.87
8691,18.95
8692,18.95
8693,18.95
8694,18.95
8695,18.95
8696,18.92
8697,18.92
8698,18.81
8699,18.81
8700,19.06
8701,19.06
8702,18.85
8703,18.85
8704,18.92
8705,18.92
8706,18.92
8707,19.08
8708,19.08
8709,18.89
8710,18.89
8711,18.84
8712,18.84
8713,18.84
8714,18.94
8715,18.94
8716,18.87
8717,18.87
8718,18.89792759
8719,18.92
8720,18.92
8721,18.92
8722,18.85
8723,18.85
8724,18.89
8725,18.89
8726,18.9
8727,18.9
8728,18.88
8729,18.88
8730,18.88
8731,18.95
8732,18.95
8733,18.81
8734,18.81
8735,18.99
8736,18.99
8737,18.82
8738,18.82
8739,18.82
8740,18.88
8741,18.88
8742,18.87
8743,18.87
8744,18.83
8745,18.82443048
8746,18.83
8747,18.81
8748,18.81
8749,19.0
8750,19.0
8751,18.89
8752,18.89
8753,18.85
8754,18.85
8755,19.04
8756,19.04
8757,19.04
8758,18.83
8759,18.83
8760,18.83
8761,18.83
8762,18.82
8763,18.82
8764,18.84
8765,18.84
8766,18.93
8767,18.93
8768,18.93
8769,18.81
8770,18.81
8771,18.97
8772,18.97
8773,18.8
8774,18.8
8775,18.9
8776,18.9
8777,18.79
8778,18.79
8779,18.79
8780,18.83
8781,18.83
8782,18.76
8783,18.76
8784,18.91
8785,18.91
8786,18.83
8787,18.83
8788,18.84
8789,18.84
8790,18.84
8791,18.91
8792,18.91
8793,18.85
8794,18.85
8795,18.82
8796,18.82
8797,18.82
8798,18.78
8799,18.78
8800,18.82
8801,18.82
8802,19.03
8803,19.03
8804,18.93
8805,18.93
8806,18.93
8807,18.81
8808,18.81
8809,18.92
8810,18.92
8811,18.85
8812,18.84390202
8813,18.85
8814,18.85
8815,19.08
8816,19.08
8817,18.93
8818,18.93
8819,18.8
8820,18.8
8821,18.8
8822,18.93
8823,18.93
8824,18.81
8825,18.81
8826,19.12
8827,19.12
8828,18.88
8829,18.88
8830,18.88
8831,18.93
8832,18.93
8833,19.29
8834,19.29
8835,19.29
8836,18.95
8837,18.95
8838,19.15
8839,19.15
8840,19.15
8841,19.17
8842,19.17
8843,18.79
8844,18.79
8845,19.16
8846,19.16
8847,19.16
8848,18.98
8849,18.98
8850,19.19
8851,19.19
8852,19.19
8853,19.19
8854,19.19
8855,19.15
8856,19.15
8857,18.97
8858,18.97
8859,18.97
8860,18.99
8861,18.99
8862,19.24
8863,19.24
8864,19.05
8865,19.05
8866,19.05
8867,19.01
8868,19.01
8869,19.23
8870,19.23
8871,19.23
8872,19.2
8873,19.2
8874,19.22
8875,19.22
8876,19.22
8877,19.06
8878,19.06
8879,19.2
8880,19.2
8881,19.2
8882,19.34
8883,19.34
8884,19.13
8885,19.13
8886,19.18
8887,19.18
8888,19.18
8889,19.19
8890,19.19
8891,19.08
8892,19.08
8893,19.33
8894,19.33
8895,19.09
8896,19.09
8897,19.3
8898,19.3
8899,19.3
8900,19.47
8901,19.47
8902,19.14
8903,19.14
8904,19.31
8905,19.31
8906,19.31
8907,19.14
8908,19.14
8909,19.17
8910,19.17
8911,19.43
8912,19.43
8913,19.43
8914,19.1
8915,19.1
8916,19.14
8917,19.14
8918,19.14
8919,19.19
8920,19.19
8921,19.29
8922,19.29
8923,19.29
8924,19.17
8925,19.17
8926,19.37
8927,19.37
8928,19.04
8929,19.04
8930,19.04
8931,19.11
8932,19.11
8933,19.32
8934,19.32
8935,19.34
8936,19.34
8937,19.34
8938,19.35
8939,19.35
8940,19.33
8941,19.33
8942,19.33
8943,19.3
8944,19.3
8945,19.1
8946,19.1
8947,19.05
8948,19.05
8949,19.23
8950,19.23
8951,19.23
8952,19.36
8953,19.36
8954,19.36
8955,19.33
8956,19.33
8957,19.19
8958,19.19
8959,19.04
8960,19.04
8961,19.04
8962,18.98
8963,18.98
8964,19.11
8965,19.11
8966,19.11
8967,19.28
8968,19.28
8969,19.27
8970,19.27
8971,19.27
8972,19.49
8973,19.49
8974,19.3
8975,19.3
8976,19.31
8977,19.31
8978,19.31
8979,19.11
8980,19.11
8981,19.34
8982,19.34
8983,19.34
8984,19.14
8985,19.14
8986,19.03
8987,19.03
8988,19.17
8989,19.17
8990,19.17
8991,19.04
8992,19.04
8993,19.21
8994,19.21
8995,19.18
8996,19.18
8997,19.18
8998,19.23
8999,19.23
9000,19.13
9001,19.13
9002,19.13
9003,19.24
9004,19.24
9005,19.24
9006,19.09
9007,19.09
9008,19.32
9009,19.32
9010,19.16
9011,19.16
9012,19.16
9013,19.21
9014,19.21
9015,19.29
9016,19.29
9017,19.27
9018,19.27
9019,19.27
9020,19.35
9021,19.35
9022,19.24
9023,19.24
9024,19.26
9025,19.26
9026,19.26
9027,19.42
9028,19.42
9029,19.19
9030,19.19
9031,19.19
9032,19.13
9033,19.13
9034,18.98
9035,18.98
9036,19.26
9037,19.26
9038,19.26
9039,19.12
9040,19.12
9041,19.18
9042,19.18
9043,19.18
9044,19.05
9045,19.05
9046,19.13
9047,19.13
9048,19.13
9049,19.1
9050,19.1
9051,19.05
9052,19.05
9053,19.07
9054,19.07
9055,19.07
9056,19.42
9057,19.42
9058,19.11
9059,19.11
9060,19.05
9061,19.05
9062,19.05
9063,18.99
9064,18.99
9065,19.21
9066,19.21
9067,19.04
9068,19.04
9069,19.04
9070,19.72
9071,19.72
9072,19.25
9073,19.25
9074,19.25
9075,19.19
9076,19.19
9077,18.99
9078,18.99
9079,19.28
9080,19.28
9081,19.28
9082,19.05
9083,19.05
9084,19.07
9085,19.07
9086,19.02
9087,19.02
9088,19.00552355
9089,19.02
9090,19.09
9091,19.09
9092,19.28
9093,19.28
9094,19.07
9095,19.07
9096,19.12
9097,19.12
9098,19.12
9099,19.26
9100,19.26
9101,18.96
9102,18.96
9103,18.96
9104,19.03
