,Stage1.Output.Measurement9.U.Actual
13112,18.98
13113,18.98
13114,18.96
13115,18.96
13116,18.96
13117,19.0
13118,19.0
13119,19.0
13120,19.0
13121,18.98
13122,18.98
13123,18.97
13124,18.97
13125,18.97
13126,18.94
13127,18.94
13128,18.91
13129,18.91
13130,18.96
13131,18.96
13132,18.96
13133,18.98
13134,18.98
13135,18.91
13136,18.91
13137,18.91
13138,18.91
13139,18.91
13140,18.89
13141,18.89
13142,19.06
13143,19.06
13144,18.91
13145,18.91
13146,18.91
13147,18.87
13148,18.87
13149,19.0
13150,19.0
13151,19.0
13152,18.9
13153,18.9
13154,18.94
13155,18.94
13156,18.89
13157,18.89
13158,18.89
13159,18.93
13160,18.93
13161,18.94901564
13162,18.97
13163,18.97
13164,18.97
13165,18.89
13166,18.89
13167,18.89
13168,18.89
13169,18.84
13170,18.84
13171,18.84
13172,18.88
13173,18.96
13174,18.96
13175,18.96
13176,19.01
13177,19.01
13178,19.06
13179,19.06
13180,18.96
13181,18.96
13182,18.96
13183,18.96
13184,18.96
13185,19.08
13186,19.08
13187,19.08
13188,19.12
13189,19.12
13190,18.95
13191,18.95
13192,18.95
13193,18.99
13194,18.99
13195,18.96
13196,18.96
13197,19.09
13198,19.09
13199,18.97
13200,18.97
13201,18.97
13202,18.98
13203,18.98
13204,18.95
13205,18.95
13206,18.95
13207,18.97
13208,18.97
13209,18.97
13210,18.97
13211,18.99
13212,18.99
13213,18.99
13214,18.94
13215,18.94
13216,19.07
13217,19.07
13218,18.98
13219,18.98
13220,18.98
13221,19.0
13222,19.0
13223,19.07
13224,19.07
13225,19.07
13226,18.94
13227,18.94
13228,18.99
13229,18.99
13230,18.99
13231,18.95
13232,18.95
13233,18.97
13234,18.97
13235,18.97
13236,19.15
13237,19.15
13238,18.96
13239,18.96
13240,18.96
13241,19.02
13242,19.02
13243,19.02
13244,19.02
13245,19.02
13246,19.14
13247,19.14
13248,19.24
13249,19.24
13250,19.24
13251,19.06
13252,19.06
13253,19.08
13254,19.08
13255,18.98
13256,18.98
13257,18.98
13258,19.08
13259,19.08
13260,19.03
13261,19.03
13262,19.12
13263,19.12
13264,19.12
13265,19.16
13266,19.16
13267,19.19
13268,19.19
13269,19.19
13270,19.08
13271,19.08
13272,18.96
13273,18.96
13274,18.96
13275,19.01
13276,19.01
13277,19.02
13278,19.02
13279,19.01
13280,19.01
13281,18.98
13282,18.98
13283,18.98
13284,19.18
13285,19.18
13286,19.14
13287,19.14
13288,19.14
13289,19.0
13290,19.0
13291,19.21
13292,19.21
13293,19.21
13294,18.97
13295,18.97
13296,19.13
13297,19.13
13298,19.15
13299,19.15
13300,19.15
13301,19.07
13302,19.07
13303,19.0
13304,19.0
13305,19.0
13306,18.94
13307,18.94
13308,19.1
13309,19.1
13310,19.1
13311,18.97
13312,18.97
13313,18.98
13314,18.98
13315,19.12
13316,19.12
13317,19.12
13318,19.04
13319,19.04
13320,19.01
13321,19.01
13322,19.01
13323,19.07
13324,19.07
13325,19.11
13326,19.11
13327,19.02
13328,19.02
13329,19.04
13330,19.04
13331,19.03
13332,19.03
13333,19.24
13334,19.24
13335,19.01
13336,19.01
13337,19.01
13338,18.96
13339,18.96
13340,18.94
13341,18.94
13342,19.09
13343,19.09
13344,19.09
13345,19.21
13346,19.21
13347,19.07
13348,19.07
13349,19.07
13350,19.18
13351,19.18
13352,18.98
13353,18.98
13354,19.18
13355,19.18
13356,19.15
13357,19.15
13358,19.15
13359,19.25
13360,19.25
13361,19.0
13362,19.0
13363,19.0
13364,18.91
13365,18.91
13366,19.19
13367,19.19
13368,19.19
13369,19.19
13370,19.19
13371,19.13
13372,19.13
13373,18.86
13374,18.86
13375,18.85
13376,18.85
13377,18.85
13378,18.97
13379,18.97
13380,18.87
13381,18.87
13382,18.87
13383,18.86
13384,18.86
13385,18.84
13386,18.84
13387,18.84
13388,18.84
13389,18.84
13390,18.86
13391,18.86
13392,18.96
13393,18.96
13394,18.96
13395,18.9
13396,18.9
13397,18.85
13398,18.85
13399,18.84
13400,18.84
13401,19.0
13402,19.0
13403,19.0
13404,18.87
13405,18.87
13406,18.95
13407,18.95
13408,18.97
13409,18.97
13410,18.97
13411,18.98
13412,18.98
13413,19.17
13414,19.17
13415,19.17
13416,18.87
13417,19.04
13418,19.04
13419,19.04
13420,19.2
13421,19.2
13422,19.2
13423,18.93
13424,18.93
13425,18.87
13426,18.87
13427,18.96
13428,18.96
13429,18.96
13430,18.94
13431,18.94
13432,18.84
13433,18.84
13434,18.98
13435,18.98
13436,18.78
13437,18.78
13438,18.78
13439,18.89
13440,18.89
13441,18.95
13442,18.95
13443,18.89
13444,18.89
13445,18.89
13446,19.06
13447,19.06
13448,18.98
13449,18.98
13450,18.98
13451,19.16
13452,19.16
13453,18.95
13454,18.95
13455,18.95
13456,18.91
13457,18.91
13458,18.88
13459,18.88
13460,19.02
13461,19.02
13462,19.02
13463,18.89
13464,18.89
13465,19.15
13466,19.15
13467,18.89
13468,18.89
13469,18.89
13470,19.03
13471,19.03
13472,18.92
13473,18.92
13474,18.93
13475,18.93
13476,18.93
13477,18.93
13478,18.93
13479,18.97
13480,18.97
13481,18.94
13482,18.94
13483,18.94
13484,19.15
13485,19.15
13486,19.09
13487,19.09
13488,18.91
13489,18.91
13490,18.91
13491,18.91
13492,18.92
13493,18.92
13494,18.88
13495,18.88
13496,18.88
13497,18.89
13498,18.89
13499,18.92
13500,18.92
13501,18.92
13502,18.98
13503,18.98
13504,19.05
13505,19.05
13506,18.87
13507,18.87
13508,18.87
13509,18.95
13510,18.95
13511,18.85
13512,18.85
13513,18.85
13514,18.93
13515,18.93
13516,18.94
13517,18.94
13518,18.92
13519,18.92
13520,18.92
13521,19.01
13522,19.01
13523,18.92
13524,18.92
13525,18.96
13526,18.96
13527,18.96
13528,18.98
13529,18.98
13530,18.9
13531,18.9
13532,18.9
13533,19.09
13534,19.09
13535,19.09
13536,19.09
13537,19.01
13538,19.01
13539,19.01
13540,18.87
13541,18.87
13542,19.05
13543,19.05
13544,19.14
13545,19.14
13546,19.14
13547,18.99
13548,18.99
13549,18.97
13550,18.97
13551,19.19
13552,19.19
13553,19.19
13554,18.93
13555,18.93
13556,18.94
13557,18.94
13558,18.94
13559,18.94
13560,18.94
13561,18.93
13562,18.93
13563,19.11
13564,19.11
13565,18.86
13566,18.86
13567,18.86
13568,18.93
13569,18.93
13570,18.9
13571,18.9
13572,18.9
13573,18.90295671
13574,18.91
13575,18.91
13576,18.86
13577,18.86
13578,18.86
13579,18.91
13580,18.91
13581,18.88
13582,18.88
13583,19.01
13584,19.01
13585,19.01
13586,18.92
13587,18.92
13588,18.97
13589,18.97
13590,18.95
13591,18.95
13592,18.98
13593,18.98
13594,18.98
13595,19.14
13596,19.14
13597,19.23
13598,19.23
13599,18.92
13600,18.92
13601,18.92
13602,18.97
13603,18.97
13604,18.92
13605,18.92
13606,18.99
13607,18.99
13608,18.99
13609,19.12
13610,19.12
13611,18.95
13612,18.95
13613,18.95
13614,19.01
13615,19.01
13616,18.93
13617,18.93
13618,18.93
13619,18.99
13620,18.99
13621,19.14
13622,19.14
13623,18.93
13624,18.93
13625,19.16
13626,19.16
13627,19.13301154
13628,19.12
13629,19.12
13630,19.12
13631,18.91
13632,18.91
13633,18.97
13634,18.97
13635,19.05
13636,19.05
13637,19.05
13638,18.93
13639,18.93
13640,18.94
13641,18.94
13642,18.99
13643,18.99
13644,18.99
13645,19.08
13646,19.08
13647,18.84
13648,18.84
13649,19.05
13650,19.05
13651,18.94
13652,18.94
13653,18.94
13654,18.99
13655,18.99
13656,18.91
13657,18.91
13658,18.91
13659,19.05
13660,19.05
13661,19.06
13662,19.06
13663,18.91
13664,18.91
13665,18.91
13666,18.95
13667,18.95
13668,19.02
13669,19.02
13670,19.02
13671,18.96
13672,18.96
13673,18.91
13674,18.91
13675,18.91
13676,19.18
13677,19.18
13678,18.91
13679,18.91
13680,18.93
13681,18.93
13682,19.09
13683,19.09
13684,19.09
13685,18.96
13686,18.96
13687,18.94
13688,18.94
13689,18.97
13690,18.97
13691,18.97
13692,19.12
13693,19.12
13694,19.12
13695,18.9
13696,18.9
13697,18.94
13698,18.94
13699,18.92
13700,18.92
13701,18.92
13702,18.99
13703,18.99
13704,18.88
13705,18.88
13706,18.92
13707,18.92
13708,19.05
13709,19.05
13710,19.05
13711,18.96
13712,18.96
13713,18.97
13714,18.97
13715,18.97
13716,18.88
13717,18.88
13718,18.91
13719,18.91
13720,19.08
13721,19.08
13722,18.91
13723,18.91
13724,18.9
13725,18.9
13726,18.9
13727,18.91
13728,18.91
13729,18.93
13730,18.93
13731,18.91
13732,18.91
13733,18.99
13734,18.99
13735,18.99
13736,18.84
13737,18.84
13738,18.83
13739,18.83
13740,18.83
13741,18.93
13742,18.93
13743,18.97
13744,18.97
13745,19.03
13746,19.03
13747,19.08
13748,19.08
13749,19.08
13750,18.95
13751,18.95
13752,19.0
13753,19.0
13754,19.0
13755,19.06
13756,19.06
13757,18.94
13758,18.94
13759,18.84
13760,18.84
13761,18.98
13762,18.98
13763,19.14
13764,19.14
13765,19.14
13766,18.96
13767,18.96
13768,19.02
13769,19.02
13770,18.89
13771,18.89
13772,18.89
13773,19.05
13774,19.05
13775,18.91
13776,18.91
13777,18.92
13778,18.92
13779,18.92
13780,18.94
13781,18.94
13782,18.87
13783,18.87
13784,18.87
13785,18.89
13786,18.89
13787,18.96
13788,18.96
13789,18.88
13790,18.88
13791,18.88
13792,18.97
13793,18.97
13794,18.92
13795,18.92
13796,18.92
13797,18.98
13798,18.98
13799,19.06
13800,19.06
13801,18.95
13802,18.95
13803,18.95
13804,18.95
13805,18.95
13806,18.9
13807,18.9
13808,18.94
13809,18.94
13810,18.94
13811,18.99
13812,18.99
13813,18.85
13814,18.85
13815,18.9
13816,18.9
13817,18.9
13818,18.9
13819,18.9
13820,18.94
13821,18.94
13822,18.91
13823,18.91
13824,18.91
13825,18.91
13826,18.91
13827,18.91
13828,18.91
13829,18.88
13830,18.88
13831,18.88
13832,18.98
13833,18.98
13834,18.98
13835,18.93
13836,18.93
13837,18.88
13838,18.88
13839,19.19
13840,19.19
13841,19.19
13842,18.94
13843,18.94
13844,19.09
13845,19.09
13846,18.97
13847,18.97
13848,18.97
13849,18.91
13850,18.91
13851,18.93
13852,18.93
13853,18.91
13854,18.91
13855,18.91
13856,18.93
13857,18.93
13858,19.09
13859,19.09
13860,19.09
13861,19.0
13862,19.0
13863,18.91
13864,18.91
13865,18.91
13866,18.9
13867,18.9
13868,18.92
13869,18.92
13870,18.92
13871,18.92
13872,18.92
13873,18.9
13874,18.9
13875,18.96
13876,18.96
13877,18.96
13878,18.87
13879,18.87
13880,18.92
13881,18.92
13882,18.84
13883,18.84
13884,18.84
13885,18.88
13886,18.88
13887,18.84
13888,18.84
13889,18.91
13890,18.91
13891,18.91
13892,18.87
13893,18.87
13894,18.93
13895,18.93
13896,18.94
13897,18.94
13898,18.94
13899,19.05
13900,19.05
13901,18.91
13902,18.91
13903,18.87
13904,18.87
13905,18.87
13906,18.93
13907,18.93
13908,18.92
13909,18.92
13910,18.99
13911,18.99
13912,18.99
13913,19.0
13914,19.0
13915,18.88
13916,18.88
13917,18.88
13918,18.95
13919,18.95
13920,18.91
13921,18.91
13922,19.06
13923,19.06
13924,19.19
13925,19.19
13926,18.98
13927,18.98
13928,18.98
13929,18.99
13930,18.99
13931,19.05
13932,19.05
13933,19.05
13934,19.16
13935,19.16
13936,19.06
13937,19.06
13938,18.98
13939,18.98
13940,18.98
13941,19.06
13942,19.06
13943,19.0
13944,19.0
13945,19.02
13946,19.02
13947,19.02
13948,19.22
13949,19.22
13950,19.05
13951,19.05
13952,19.15
13953,19.15
13954,19.15
13955,19.18
13956,19.18
13957,19.21
13958,19.21
13959,19.21
13960,19.24
13961,19.24
13962,19.08
13963,19.08
13964,19.08
13965,19.08
13966,18.96
13967,18.96
13968,18.97
13969,18.97
13970,18.97
13971,19.21
13972,19.21
13973,19.23
13974,19.23
13975,19.0
13976,19.0
13977,19.01
13978,19.01
13979,19.01
13980,18.97
13981,18.97
13982,18.93
13983,18.93
13984,18.93
13985,18.96
13986,18.96
13987,19.21
13988,19.21
13989,19.21
13990,19.04
13991,19.04
13992,19.0
13993,19.0
13994,19.07
13995,19.07
13996,18.94
13997,18.94
13998,18.94
13999,19.11
14000,19.11
14001,18.96
14002,18.96
14003,18.96
14004,18.99
14005,18.99
14006,19.02
14007,19.02
14008,19.02
14009,19.02
14010,19.02
14011,19.15
14012,19.15
14013,18.94
14014,18.94
14015,18.94
14016,18.96
14017,18.96
14018,19.07
14019,19.07
14020,19.01
14021,19.01
14022,19.01
14023,19.01
14024,19.01
14025,19.09
14026,19.09
14027,19.09
14028,19.07
14029,19.07
14030,19.01
14031,19.01
14032,18.95
14033,18.95
14034,18.95
14035,18.99
14036,18.99
14037,18.93
14038,18.93
14039,18.96
14040,18.96
14041,18.93
14042,18.93
14043,18.93
14044,18.94
14045,18.94
14046,18.92
14047,18.92
14048,18.92
14049,18.99
14050,18.99
14051,19.05
14052,19.05
14053,18.91
14054,18.91
14055,18.91
14056,18.9
14057,18.9
14058,18.93
14059,18.93
14060,18.82
14061,18.82
14062,18.82
14063,18.95
14064,18.95
14065,18.88
14066,18.88
14067,18.88
14068,18.8
14069,18.8
14070,18.97
14071,18.97
14072,18.91
14073,18.91
14074,18.97
14075,18.97
14076,18.93
14077,18.93
14078,18.93
14079,19.12
14080,19.12
14081,18.99
14082,18.99
14083,18.95
14084,18.95
14085,18.95
14086,18.84
14087,18.84
